count,mean,p50,p99,ready_replicas,requested_replicas,slo_rate,slo_violations,timestamp,experiment
3024,0.18725200871097872,0.10989488999985042,0.9464520837696,10,10,0.08167989417989419,247,1781081767.3557096,custom_autoscaler
3137,0.18970882197927805,0.11199376200056577,0.9497966632397213,10,10,0.08351928594198278,262,1781081772.3557868,custom_autoscaler
370,0.2160169095324179,0.12457477149973784,1.0329940251202425,10,10,0.10810810810810811,40,1781081777.355867,custom_autoscaler
3387,0.19655221474933307,0.11678807499993127,0.9518081070603693,10,10,0.08680248007085917,294,1781081784.7178097,custom_autoscaler
3498,0.1995188383916502,0.11869922149980994,0.9515962963998754,10,10,0.0877644368210406,307,1781081789.717897,custom_autoscaler
3618,0.2012425509239892,0.1203027680003288,0.9464918218295679,10,10,0.087893864013267,318,1781081794.7179787,custom_autoscaler
3722,0.20112223173669755,0.12150393850015462,0.9448752420701019,10,10,0.08597528210639441,320,1781081799.71807,custom_autoscaler
1174,0.20509686475637248,0.12133779100031461,0.9826746125104633,10,10,0.09028960817717206,106,1781081804.7181537,custom_autoscaler
3960,0.20017104464393884,0.12287359849960922,0.9374634925899406,10,10,0.08156565656565656,323,1781081809.7182329,custom_autoscaler
4071,0.19932698632964715,0.12279128199952538,0.9332796095002786,10,10,0.079587324981577,324,1781081814.7182586,custom_autoscaler
4195,0.19840715442240467,0.12304179599959753,0.930024466640153,10,10,0.07723480333730631,324,1781081821.9840868,custom_autoscaler
1295,0.2039677885250844,0.12351498800035188,0.9726205166600628,10,10,0.0833976833976834,108,1781081826.9841614,custom_autoscaler
1323,0.20425773102266256,0.1242450280005869,0.9697380500800133,10,10,0.08238851095993953,109,1781081831.9842434,custom_autoscaler
4566,0.1990328795981137,0.12508692500023244,0.9306084089002532,10,10,0.07555847568988174,345,1781081836.9843187,custom_autoscaler
4677,0.19962724790356984,0.12548103399967658,0.9289339403999836,10,10,0.07526192003420996,352,1781081841.984422,custom_autoscaler
4808,0.19961711058340295,0.12580672950025473,0.921341746729578,10,10,0.07362728785357738,354,1781081846.9845471,custom_autoscaler
221,0.21528553966518343,0.13095964300009655,0.8880868881999057,10,10,0.10407239819004525,23,1781081854.3151848,custom_autoscaler
5049,0.20198412660150478,0.12718873599988,0.9292912022000377,10,10,0.07466825113883938,377,1781081859.3152614,custom_autoscaler
5155,0.2021924548075647,0.12737718500011397,0.9292146461000266,10,10,0.07449078564500485,384,1781081864.315371,custom_autoscaler
5248,0.2015960036814015,0.12724971399984497,0.9253557184097445,10,10,0.07317073170731707,384,1781081869.3154395,custom_autoscaler
5347,0.20053504056910373,0.12700425700040796,0.9195350869398315,10,10,0.07181597157284458,384,1781081874.315535,custom_autoscaler
1601,0.20601882453714931,0.1272702180003762,0.9604337529999611,10,10,0.07995003123048094,128,1781081879.3155904,custom_autoscaler
600,0.22219655885165746,0.13437578350021795,0.8828315556496171,10,10,0.09333333333333334,56,1781081884.3156407,custom_autoscaler
