count,mean,p50,p99,ready_replicas,requested_replicas,slo_rate,slo_violations,timestamp,experiment
,,,,6,6,,,1781083380.1512668,hpa_90
826,1.0666286605387485,0.8320941869997114,5.894292255749406,6,6,0.648910411622276,536,1781083385.1513543,hpa_90
,,,,6,8,,,1781083390.1514318,hpa_90
,,,,6,8,,,1781083395.1514966,hpa_90
,,,,8,8,,,1781083400.151595,hpa_90
,,,,8,8,,,1781083405.1516783,hpa_90
2025,0.7882507563486533,0.5323655730007886,3.9070388456787617,8,8,0.5150617283950617,1043,1781083412.5718749,hpa_90
2026,0.7885521474501621,0.531483522500821,3.906553797248762,8,8,0.5148075024679171,1043,1781083417.571951,hpa_90
4076,0.4919930837065691,0.19600086250102322,3.139403954250156,8,8,0.3145240431795878,1282,1781083422.5719752,hpa_90
4088,0.4904908981108067,0.19467648150020977,3.135341513010211,8,8,0.313600782778865,1282,1781083427.571999,hpa_90
4084,0.4907998293932374,0.19488589499997033,3.1366956600901927,8,8,0.31390793339862877,1282,1781083432.5720637,hpa_90
2018,0.7917924314192415,0.5375844714999403,3.910434184688762,8,8,0.5168483647175421,1043,1781083437.572137,hpa_90
4113,0.4875301244682675,0.19115448399861634,3.1291541847602655,8,8,0.31169462679309506,1282,1781083442.5722857,hpa_90
4142,0.48439042204635213,0.18658218499967916,3.124837171680267,8,8,0.30951231289232256,1282,1781083449.963873,hpa_90
2033,0.786265915692587,0.526513374001297,3.9031584582387615,8,8,0.5130349237579931,1043,1781083454.9639413,hpa_90
4198,0.47841131291781613,0.179469876499752,3.116500870560263,8,8,0.3053835159599809,1282,1781083459.9640095,hpa_90
4229,0.47516491078907375,0.17474149299960118,3.1141169571203515,8,8,0.3031449515251833,1282,1781083464.9641361,hpa_90
4251,0.47290337216113665,0.17233347500041418,3.1125947725004153,8,8,0.30157609974123734,1282,1781083469.9642172,hpa_90
489,1.3095442497607317,1.0027330440007063,6.206990941719778,8,8,0.7668711656441718,375,1781083474.964305,hpa_90
4306,0.46736980964700325,0.16432175350018952,3.1087377942504633,8,8,0.2977241058987459,1282,1781083482.3179536,hpa_90
4332,0.464784103815326,0.1615487295002822,3.1066709619499457,8,8,0.29593721144967683,1282,1781083487.3180325,hpa_90
4348,0.4631833266405225,0.1590943255005186,3.1053990651496295,8,8,0.29484820607175716,1282,1781083492.3181007,hpa_90
496,1.2916411583628966,0.9994009220008593,6.1998329215498424,8,8,0.7560483870967742,375,1781083497.318151,hpa_90
4360,0.4618799673557307,0.156440431498595,3.1044451425493924,8,8,0.2940366972477064,1282,1781083502.318249,hpa_90
2079,0.7688919892751466,0.5039037400001689,3.8808462304587277,8,8,0.5016835016835017,1043,1781083507.3183248,hpa_90
2082,0.767812737330466,0.5019747485002881,3.8793910851687388,8,8,0.5009606147934679,1043,1781083512.3185241,hpa_90
4348,0.4608165283850027,0.15112109349956881,3.1053990651496295,8,8,0.2936982520699172,1277,1781083519.6594362,hpa_90
