experiment,time_s,qps,ok,err,p50,p99,mean,slo_violations,slo_rate,ready_replicas,cpu_cores
hpa_90,74,6,6,0,0.0432,0.0518,0.0443,0,0.0,1,1
hpa_90,75,5,5,0,0.041,0.046,0.0418,0,0.0,1,1
hpa_90,76,8,8,0,0.0429,0.048,0.0437,0,0.0,1,1
hpa_90,77,6,6,0,0.0446,0.0469,0.0443,0,0.0,1,1
hpa_90,78,4,4,0,0.0444,0.0516,0.0455,0,0.0,1,1
hpa_90,79,5,5,0,0.0435,0.0511,0.0459,0,0.0,1,1
hpa_90,80,7,7,0,0.0466,0.0503,0.0464,0,0.0,1,1
hpa_90,81,6,6,0,0.0455,0.0487,0.0457,0,0.0,1,1
hpa_90,82,6,6,0,0.0454,0.049,0.0456,0,0.0,1,1
hpa_90,83,7,7,0,0.0446,0.049,0.0433,0,0.0,1,1
hpa_90,84,6,6,0,0.0425,0.0443,0.0415,0,0.0,1,1
hpa_90,85,7,7,0,0.0437,0.0523,0.0449,0,0.0,1,1
hpa_90,86,5,5,0,0.0465,0.0539,0.0482,0,0.0,1,1
hpa_90,87,6,6,0,0.0463,0.0691,0.0496,0,0.0,1,1
hpa_90,88,6,6,0,0.0479,0.0689,0.0511,0,0.0,1,1
hpa_90,89,6,6,0,0.044,0.048,0.0439,0,0.0,1,1
hpa_90,90,6,6,0,0.044,0.0499,0.0448,0,0.0,1,1
hpa_90,91,8,8,0,0.0427,0.0489,0.0431,0,0.0,1,1
hpa_90,92,6,6,0,0.0416,0.0486,0.0424,0,0.0,1,1
hpa_90,93,7,7,0,0.0466,0.049,0.0467,0,0.0,1,1
hpa_90,94,7,7,0,0.0469,0.0542,0.0477,0,0.0,1,1
hpa_90,95,8,8,0,0.0464,0.0549,0.0472,0,0.0,1,1
hpa_90,96,6,6,0,0.0464,0.0558,0.0466,0,0.0,1,1
hpa_90,97,6,6,0,0.0469,0.0538,0.0472,0,0.0,1,1
hpa_90,98,5,5,0,0.045,0.0494,0.0456,0,0.0,1,1
hpa_90,99,7,7,0,0.0416,0.0478,0.0421,0,0.0,1,1
hpa_90,100,7,7,0,0.0423,0.0463,0.0424,0,0.0,1,1
hpa_90,101,7,7,0,0.0452,0.0516,0.0446,0,0.0,1,1
hpa_90,102,8,8,0,0.0486,0.0546,0.0489,0,0.0,1,1
hpa_90,103,8,8,0,0.0512,0.062,0.0509,0,0.0,1,1
hpa_90,104,7,7,0,0.0447,0.048,0.0441,0,0.0,1,1
hpa_90,105,5,5,0,0.0455,0.051,0.0463,0,0.0,1,1
hpa_90,106,7,7,0,0.0481,0.0527,0.0475,0,0.0,1,1
hpa_90,107,6,6,0,0.0424,0.0451,0.0427,0,0.0,1,1
hpa_90,108,6,6,0,0.0423,0.0442,0.0419,0,0.0,1,1
hpa_90,109,6,6,0,0.0441,0.0557,0.0456,0,0.0,1,1
hpa_90,110,6,6,0,0.0452,0.0539,0.0461,0,0.0,1,1
hpa_90,111,8,8,0,0.0458,0.0547,0.0479,0,0.0,1,1
hpa_90,112,7,7,0,0.0447,0.0531,0.0458,0,0.0,1,1
hpa_90,113,7,7,0,0.0446,0.0482,0.0449,0,0.0,1,1
hpa_90,114,8,8,0,0.0455,0.0523,0.0456,0,0.0,1,1
hpa_90,115,8,8,0,0.0402,0.0457,0.0413,0,0.0,1,1
hpa_90,116,6,6,0,0.0434,0.0452,0.043,0,0.0,1,1
hpa_90,117,7,7,0,0.0456,0.0525,0.0459,0,0.0,1,1
hpa_90,118,8,8,0,0.0446,0.0518,0.0461,0,0.0,1,1
hpa_90,119,7,7,0,0.0461,0.0522,0.047,0,0.0,1,1
hpa_90,120,10,10,0,0.0459,0.0544,0.048,0,0.0,1,1
hpa_90,121,6,6,0,0.0449,0.0513,0.0458,0,0.0,1,1
hpa_90,122,8,8,0,0.0489,0.0498,0.0478,0,0.0,1,1
hpa_90,123,7,7,0,0.0443,0.0502,0.045,0,0.0,1,1
hpa_90,124,8,8,0,0.0422,0.0514,0.0433,0,0.0,1,1
hpa_90,125,6,6,0,0.0448,0.0536,0.0459,0,0.0,1,1
hpa_90,126,6,6,0,0.0466,0.0537,0.0474,0,0.0,1,1
hpa_90,127,7,7,0,0.0441,0.0514,0.0453,0,0.0,1,1
hpa_90,128,7,7,0,0.0459,0.054,0.0469,0,0.0,1,1
hpa_90,129,9,9,0,0.0478,0.0566,0.0491,0,0.0,1,1
hpa_90,130,6,6,0,0.0462,0.0484,0.0455,0,0.0,1,1
hpa_90,131,7,7,0,0.0399,0.0448,0.0406,0,0.0,1,1
hpa_90,132,9,9,0,0.0418,0.0469,0.0429,0,0.0,1,1
hpa_90,133,8,8,0,0.0438,0.0542,0.0442,0,0.0,1,1
hpa_90,134,7,7,0,0.0449,0.0539,0.0455,0,0.0,1,1
hpa_90,135,7,7,0,0.0445,0.0515,0.0459,0,0.0,1,1
hpa_90,136,8,8,0,0.0465,0.0513,0.0465,0,0.0,1,1
hpa_90,137,6,6,0,0.0454,0.0534,0.0462,0,0.0,1,1
hpa_90,138,5,5,0,0.0511,0.069,0.0534,0,0.0,1,1
hpa_90,139,6,6,0,0.0427,0.0472,0.0429,0,0.0,1,1
hpa_90,140,8,8,0,0.0437,0.0504,0.0448,0,0.0,1,1
hpa_90,141,7,7,0,0.048,0.0515,0.0479,0,0.0,1,1
hpa_90,142,8,8,0,0.0487,0.0554,0.0495,0,0.0,1,1
hpa_90,143,6,6,0,0.0489,0.051,0.0482,0,0.0,1,1
hpa_90,144,7,7,0,0.0503,0.0567,0.0499,0,0.0,1,1
hpa_90,145,6,6,0,0.0481,0.0702,0.0512,0,0.0,1,1
hpa_90,146,8,8,0,0.0482,0.0518,0.0475,0,0.0,1,1
hpa_90,147,6,6,0,0.0442,0.0465,0.0439,0,0.0,1,1
hpa_90,148,6,6,0,0.0443,0.0541,0.0455,0,0.0,1,1
hpa_90,149,9,9,0,0.0454,0.0496,0.046,0,0.0,1,1
hpa_90,150,6,6,0,0.0447,0.0545,0.0458,0,0.0,1,1
hpa_90,151,9,9,0,0.0486,0.0549,0.0487,0,0.0,1,1
hpa_90,152,8,8,0,0.0477,0.0534,0.0482,0,0.0,1,1
hpa_90,153,9,9,0,0.0471,0.0529,0.047,0,0.0,1,1
hpa_90,154,7,7,0,0.0473,0.0578,0.0489,0,0.0,1,1
hpa_90,155,6,6,0,0.0495,0.0516,0.0478,0,0.0,1,1
hpa_90,156,9,9,0,0.0439,0.0518,0.045,0,0.0,1,1
hpa_90,157,8,8,0,0.0491,0.0621,0.0505,0,0.0,1,1
hpa_90,158,8,8,0,0.0462,0.0593,0.0475,0,0.0,1,1
hpa_90,159,10,10,0,0.047,0.0518,0.047,0,0.0,1,1
hpa_90,160,7,7,0,0.046,0.0473,0.0457,0,0.0,1,1
hpa_90,161,8,8,0,0.0464,0.0518,0.0475,0,0.0,1,1
hpa_90,162,7,7,0,0.0475,0.0503,0.0478,0,0.0,1,1
hpa_90,163,6,6,0,0.0446,0.0483,0.0442,0,0.0,1,1
hpa_90,164,8,8,0,0.0436,0.0481,0.045,0,0.0,1,1
hpa_90,165,7,7,0,0.0464,0.0503,0.0462,0,0.0,1,1
hpa_90,166,5,5,0,0.0475,0.0494,0.0473,0,0.0,1,1
hpa_90,167,6,6,0,0.0487,0.0519,0.0485,0,0.0,1,1
hpa_90,168,6,6,0,0.0461,0.0481,0.0463,0,0.0,1,1
hpa_90,169,6,6,0,0.0494,0.0622,0.0515,0,0.0,1,1
hpa_90,170,7,7,0,0.0458,0.0493,0.0457,0,0.0,1,1
hpa_90,171,7,7,0,0.0451,0.0484,0.0443,0,0.0,1,1
hpa_90,172,8,8,0,0.0441,0.0498,0.0441,0,0.0,1,1
hpa_90,173,6,6,0,0.0477,0.0527,0.0484,0,0.0,1,1
hpa_90,174,7,7,0,0.0472,0.0517,0.0476,0,0.0,1,1
hpa_90,175,5,5,0,0.0476,0.0574,0.0487,0,0.0,1,1
hpa_90,176,7,7,0,0.0455,0.0559,0.0475,0,0.0,1,1
hpa_90,177,6,6,0,0.0501,0.0536,0.05,0,0.0,1,1
hpa_90,178,9,9,0,0.0438,0.0475,0.0435,0,0.0,1,1
hpa_90,179,6,6,0,0.045,0.047,0.0438,0,0.0,1,1
hpa_90,180,6,6,0,0.0427,0.0516,0.0443,0,0.0,1,1
hpa_90,181,7,7,0,0.0491,0.0518,0.0492,0,0.0,1,1
hpa_90,182,9,9,0,0.0488,0.0588,0.05,0,0.0,1,1
hpa_90,183,5,5,0,0.0453,0.0529,0.0472,0,0.0,1,1
hpa_90,184,10,10,0,0.0464,0.0527,0.0471,0,0.0,1,1
hpa_90,185,6,6,0,0.0463,0.0675,0.0504,0,0.0,1,1
hpa_90,186,6,6,0,0.0472,0.0551,0.0484,0,0.0,1,1
hpa_90,187,8,8,0,0.0451,0.0487,0.0454,0,0.0,1,1
hpa_90,188,5,5,0,0.043,0.0636,0.0473,0,0.0,1,1
hpa_90,189,5,5,0,0.0459,0.0483,0.0455,0,0.0,1,1
hpa_90,190,8,8,0,0.0465,0.0545,0.0474,0,0.0,1,1
hpa_90,191,8,8,0,0.0478,0.0533,0.0483,0,0.0,1,1
hpa_90,192,7,7,0,0.0458,0.0472,0.0451,0,0.0,1,1
hpa_90,193,6,6,0,0.0492,0.0642,0.0515,0,0.0,1,1
hpa_90,194,6,6,0,0.045,0.0568,0.0464,0,0.0,1,1
hpa_90,195,9,9,0,0.0426,0.0817,0.0485,0,0.0,1,1
hpa_90,196,8,8,0,0.0437,0.0513,0.0441,0,0.0,1,1
hpa_90,197,8,8,0,0.0483,0.0533,0.0484,0,0.0,1,1
hpa_90,198,9,9,0,0.0489,0.0593,0.0492,0,0.0,1,1
hpa_90,199,7,7,0,0.0472,0.0536,0.0471,0,0.0,1,1
hpa_90,200,10,10,0,0.0451,0.0524,0.046,0,0.0,1,1
hpa_90,201,8,8,0,0.0466,0.05,0.047,0,0.0,1,1
hpa_90,202,6,6,0,0.0446,0.0499,0.044,0,0.0,1,1
hpa_90,203,8,8,0,0.0432,0.0459,0.043,0,0.0,1,1
hpa_90,204,8,8,0,0.0433,0.0496,0.0441,0,0.0,1,1
hpa_90,205,6,6,0,0.0478,0.0567,0.0488,0,0.0,1,1
hpa_90,206,6,6,0,0.0508,0.0575,0.0507,0,0.0,1,1
hpa_90,207,7,7,0,0.0449,0.0514,0.0457,0,0.0,1,1
hpa_90,208,5,5,0,0.0491,0.0596,0.0511,0,0.0,1,1
hpa_90,209,7,7,0,0.0474,0.0544,0.0491,0,0.0,1,1
hpa_90,210,10,10,0,0.0448,0.0495,0.0445,0,0.0,1,1
hpa_90,211,9,9,0,0.0429,0.0493,0.0433,0,0.0,1,1
hpa_90,212,6,6,0,0.045,0.0478,0.0448,0,0.0,1,1
hpa_90,213,8,8,0,0.048,0.0634,0.0496,0,0.0,1,1
hpa_90,214,8,8,0,0.0475,0.0519,0.0475,0,0.0,1,1
hpa_90,215,5,5,0,0.0454,0.0499,0.0462,0,0.0,1,1
hpa_90,216,8,8,0,0.0482,0.0519,0.0482,0,0.0,1,1
hpa_90,217,9,9,0,0.047,0.0575,0.0476,0,0.0,1,1
hpa_90,218,8,8,0,0.0456,0.0518,0.0456,0,0.0,1,1
hpa_90,219,8,8,0,0.044,0.0519,0.0442,0,0.0,1,1
hpa_90,220,7,7,0,0.0463,0.0519,0.0467,0,0.0,1,1
hpa_90,221,8,8,0,0.0477,0.0511,0.0466,0,0.0,1,1
hpa_90,222,9,9,0,0.046,0.0484,0.0459,0,0.0,1,1
hpa_90,223,6,6,0,0.0465,0.0558,0.0475,0,0.0,1,1
hpa_90,224,8,8,0,0.0458,0.0511,0.0465,0,0.0,1,1
hpa_90,225,7,7,0,0.0454,0.0497,0.0455,0,0.0,1,1
hpa_90,226,7,7,0,0.0431,0.0543,0.0451,0,0.0,1,1
hpa_90,227,7,7,0,0.0428,0.0496,0.044,0,0.0,1,1
hpa_90,228,8,8,0,0.0465,0.0632,0.0478,0,0.0,1,1
hpa_90,229,7,7,0,0.0477,0.0533,0.0486,0,0.0,1,1
hpa_90,230,9,9,0,0.045,0.055,0.046,0,0.0,1,1
hpa_90,231,10,10,0,0.0479,0.0504,0.0473,0,0.0,1,1
hpa_90,232,6,6,0,0.0465,0.0478,0.0465,0,0.0,1,1
hpa_90,233,7,7,0,0.0465,0.051,0.0468,0,0.0,1,1
hpa_90,234,8,8,0,0.0444,0.0493,0.0438,0,0.0,1,1
hpa_90,235,7,7,0,0.0414,0.0475,0.0422,0,0.0,1,1
hpa_90,236,7,7,0,0.0447,0.0548,0.0466,0,0.0,1,1
hpa_90,237,8,8,0,0.0523,0.0557,0.0504,0,0.0,1,1
hpa_90,238,7,7,0,0.0496,0.0633,0.0512,0,0.0,1,1
hpa_90,239,7,7,0,0.0474,0.051,0.0473,0,0.0,1,1
hpa_90,240,7,7,0,0.0467,0.0528,0.0474,0,0.0,1,1
hpa_90,241,7,7,0,0.0482,0.0569,0.0494,0,0.0,1,1
hpa_90,242,6,6,0,0.0466,0.0572,0.0469,0,0.0,1,1
hpa_90,243,7,7,0,0.0453,0.0496,0.0446,0,0.0,1,1
hpa_90,244,7,7,0,0.047,0.0524,0.0459,0,0.0,1,1
hpa_90,245,7,7,0,0.0486,0.0588,0.0489,0,0.0,1,1
hpa_90,246,6,6,0,0.0483,0.0525,0.0489,0,0.0,1,1
hpa_90,247,9,9,0,0.048,0.0515,0.0476,0,0.0,1,1
hpa_90,248,7,7,0,0.052,0.0534,0.05,0,0.0,1,1
hpa_90,249,6,6,0,0.0471,0.055,0.0481,0,0.0,1,1
hpa_90,250,6,6,0,0.046,0.0521,0.0468,0,0.0,1,1
hpa_90,251,7,7,0,0.0425,0.0457,0.0432,0,0.0,1,1
hpa_90,252,6,6,0,0.0466,0.0519,0.0481,0,0.0,1,1
hpa_90,253,8,8,0,0.0464,0.05,0.0463,0,0.0,1,1
hpa_90,254,20,20,0,0.0475,0.054,0.0471,0,0.0,1,1
hpa_90,255,17,17,0,0.0437,0.0491,0.044,0,0.0,1,1
hpa_90,256,20,20,0,0.0589,0.0803,0.06,0,0.0,1,1
hpa_90,257,28,28,0,0.4582,0.7611,0.4535,12,0.4286,1,1
hpa_90,258,28,28,0,0.479,0.7301,0.4519,13,0.4643,1,1
hpa_90,259,30,30,0,0.5235,1.0224,0.5569,17,0.5667,1,1
hpa_90,260,32,32,0,0.7502,1.1819,0.7256,23,0.7188,1,1
hpa_90,261,31,31,0,0.5727,1.0324,0.612,19,0.6129,1,1
hpa_90,262,30,30,0,0.6029,0.9242,0.5872,18,0.6,1,1
hpa_90,263,36,36,0,0.8883,1.4948,0.8577,28,0.7778,1,1
hpa_90,264,30,30,0,0.6,1.1538,0.6254,20,0.6667,1,1
hpa_90,265,32,32,0,0.7088,1.168,0.6913,20,0.625,1,1
hpa_90,266,35,35,0,0.7431,1.3215,0.7535,24,0.6857,1,1
hpa_90,267,31,31,0,0.5651,1.0667,0.6096,20,0.6452,1,1
hpa_90,268,36,36,0,0.7801,1.4308,0.8404,27,0.75,1,1
hpa_90,269,31,31,0,0.7391,1.2014,0.6982,20,0.6452,1,1
hpa_90,270,35,35,0,0.7661,1.2263,0.7435,25,0.7143,1,1
hpa_90,271,35,35,0,0.7419,1.4711,0.7787,26,0.7429,1,1
hpa_90,272,37,37,0,0.9117,1.5246,0.8593,27,0.7297,1,1
hpa_90,273,38,38,0,0.8161,1.4882,0.8122,27,0.7105,1,1
hpa_90,274,36,36,0,0.7913,1.3623,0.8041,25,0.6944,1,1
hpa_90,275,32,32,0,0.6654,1.1187,0.6823,22,0.6875,1,1
hpa_90,276,32,32,0,0.7349,1.1658,0.7024,22,0.6875,1,1
hpa_90,277,36,36,0,0.799,1.3606,0.7936,25,0.6944,1,1
hpa_90,278,38,38,0,0.866,1.4153,0.8583,30,0.7895,1,1
hpa_90,279,36,36,0,0.7072,1.4417,0.7973,28,0.7778,1,1
hpa_90,280,35,35,0,0.8473,1.5673,0.836,28,0.8,1,1
hpa_90,281,44,44,0,1.0508,1.941,1.0632,35,0.7955,1,1
hpa_90,282,36,36,0,0.8482,1.4394,0.8772,29,0.8056,1,1
hpa_90,283,37,37,0,0.875,1.396,0.8254,28,0.7568,1,1
hpa_90,284,36,36,0,0.7851,1.3528,0.7641,27,0.75,1,1
hpa_90,285,37,37,0,0.815,1.3675,0.8252,29,0.7838,1,1
hpa_90,286,35,35,0,0.8387,1.3576,0.795,25,0.7143,1,1
hpa_90,287,37,37,0,0.9748,1.4996,0.8754,28,0.7568,1,1
hpa_90,288,35,35,0,0.7923,1.3202,0.7374,24,0.6857,1,1
hpa_90,289,38,38,0,0.8831,1.6157,0.8976,30,0.7895,1,1
hpa_90,290,32,32,0,0.6247,1.1751,0.672,21,0.6562,1,1
hpa_90,291,36,36,0,0.7976,1.3177,0.8125,28,0.7778,1,1
hpa_90,292,35,35,0,0.8104,1.3205,0.795,26,0.7429,1,1
hpa_90,293,33,33,0,0.7489,1.3294,0.7474,24,0.7273,1,1
hpa_90,294,41,41,0,0.9319,1.6693,0.9266,30,0.7317,1,1
hpa_90,295,34,34,0,0.5933,1.0695,0.6093,20,0.5882,1,1
hpa_90,296,32,32,0,0.6541,1.0154,0.6273,21,0.6562,1,1
hpa_90,297,36,36,0,0.8119,1.5045,0.8364,27,0.75,1,1
hpa_90,298,38,38,0,0.8548,1.5828,0.8917,31,0.8158,1,1
hpa_90,299,41,41,0,0.8666,1.7652,0.9385,31,0.7561,1,1
hpa_90,300,37,37,0,0.7835,1.4169,0.7884,28,0.7568,1,1
hpa_90,301,42,42,0,0.9917,1.7343,1.0168,35,0.8333,1,1
hpa_90,302,37,37,0,0.8056,1.4306,0.8027,27,0.7297,1,1
hpa_90,303,38,38,0,0.9324,1.6781,0.8829,28,0.7368,1,1
hpa_90,304,44,44,0,1.0609,1.8659,1.0324,33,0.75,1,1
hpa_90,305,36,36,0,0.7837,1.3781,0.8162,26,0.7222,1,1
hpa_90,306,35,35,0,0.7783,1.3776,0.734,23,0.6571,1,1
hpa_90,307,36,36,0,0.8135,1.437,0.8158,29,0.8056,1,1
hpa_90,308,36,36,0,0.7567,1.3361,0.754,26,0.7222,1,1
hpa_90,309,35,35,0,0.6283,1.1782,0.6835,24,0.6857,1,1
hpa_90,310,39,39,0,0.7979,1.5086,0.9085,31,0.7949,1,1
hpa_90,311,37,37,0,0.8052,1.5479,0.8775,29,0.7838,1,1
hpa_90,312,37,37,0,0.8092,1.2957,0.8135,28,0.7568,1,1
hpa_90,313,37,37,0,0.8231,1.4905,0.8304,28,0.7568,1,1
hpa_90,314,33,33,0,0.695,1.253,0.7062,21,0.6364,1,1
hpa_90,315,40,40,0,0.9348,1.692,0.9956,31,0.775,1,1
hpa_90,316,42,42,0,1.0154,1.6824,0.9578,33,0.7857,1,1
hpa_90,317,38,38,0,0.8499,1.7083,0.8738,31,0.8158,1,1
hpa_90,318,36,36,0,0.85,1.3628,0.8203,29,0.8056,1,1
hpa_90,319,33,33,0,0.6417,1.4142,0.7141,24,0.7273,1,1
hpa_90,320,41,41,0,1.0604,1.6774,0.9884,33,0.8049,1,1
hpa_90,321,43,43,0,1.0989,1.85,1.0236,33,0.7674,1,1
hpa_90,322,37,37,0,0.8833,1.4646,0.791,25,0.6757,1,1
hpa_90,323,33,33,0,0.6974,1.2093,0.6899,21,0.6364,1,1
hpa_90,324,41,41,0,0.9733,1.6486,0.9927,34,0.8293,1,1
hpa_90,325,42,42,0,1.0381,1.8151,1.0204,35,0.8333,1,1
hpa_90,326,35,35,0,0.755,1.3192,0.7759,25,0.7143,1,1
hpa_90,327,37,37,0,0.8333,1.4655,0.8466,29,0.7838,1,1
hpa_90,328,36,36,0,0.8781,1.4097,0.8606,26,0.7222,1,1
hpa_90,329,35,35,0,0.7854,1.2829,0.7658,27,0.7714,1,1
hpa_90,330,35,35,0,0.8115,1.4216,0.8139,28,0.8,1,1
hpa_90,331,35,35,0,0.7161,1.3041,0.7348,21,0.6,1,1
hpa_90,332,32,32,0,0.7021,1.0787,0.6717,23,0.7188,1,1
hpa_90,333,38,38,0,0.8107,1.3909,0.7993,29,0.7632,1,1
hpa_90,334,38,38,0,0.8533,1.503,0.8657,32,0.8421,1,1
hpa_90,335,41,41,0,0.8748,1.6916,0.9477,32,0.7805,1,1
hpa_90,336,35,35,0,0.7235,1.2686,0.7539,25,0.7143,1,1
hpa_90,337,35,35,0,0.6611,1.2393,0.736,22,0.6286,1,1
hpa_90,338,38,38,0,0.9333,1.6776,0.8711,29,0.7632,1,1
hpa_90,339,38,38,0,0.9043,1.4581,0.8533,28,0.7368,1,1
hpa_90,340,40,40,0,0.9073,1.5917,0.9046,29,0.725,1,1
hpa_90,341,38,38,0,0.823,1.6931,0.9057,29,0.7632,1,1
hpa_90,342,43,43,0,1.0691,1.853,1.0881,35,0.814,1,1
hpa_90,343,40,40,0,0.8609,1.4867,0.8705,31,0.775,1,1
hpa_90,344,36,36,0,0.8285,1.4624,0.7914,25,0.6944,1,1
hpa_90,345,41,41,0,0.9553,1.8467,1.02,33,0.8049,1,1
hpa_90,346,39,39,0,0.8471,1.5146,0.9108,30,0.7692,1,1
hpa_90,347,33,33,0,0.6849,1.2375,0.6946,22,0.6667,1,1
hpa_90,348,37,37,0,0.8608,1.3816,0.8437,30,0.8108,1,1
hpa_90,349,35,35,0,0.7969,1.4007,0.7797,24,0.6857,1,1
hpa_90,350,32,32,0,0.6902,1.0622,0.6322,21,0.6562,1,1
hpa_90,351,31,31,0,0.6587,1.0151,0.6202,18,0.5806,1,1
hpa_90,352,36,36,0,0.8444,1.3356,0.8077,25,0.6944,1,1
hpa_90,353,34,34,0,0.6969,1.2331,0.6867,21,0.6176,1,1
hpa_90,354,30,30,0,0.558,0.9817,0.5499,16,0.5333,1,1
hpa_90,355,32,32,0,0.7089,1.1056,0.671,22,0.6875,1,1
hpa_90,356,32,32,0,0.6727,1.104,0.6517,21,0.6562,1,1
